product_id,chemical_name,cas_number,signal_word,emergency_phone,last_updated,needs_update,sap_matnr,sap_sync_date,is_active
AF00027,MINISPLIT YORK,,,,2026-03-09 11:15:47,Y,AF00027,2026-03-09 11:15:47,Y
AF00028,ARCHIVEROS  (10),,,,2026-03-09 11:15:47,Y,AF00028,2026-03-09 11:15:47,Y
AF00029,ARCHIVERO METALICO,,,,2026-03-09 11:15:47,Y,AF00029,2026-03-09 11:15:47,Y
AF00030,4 ANAQUELES 30X85X2 CAL 28 B GRIS,,,,2026-03-09 11:15:47,Y,AF00030,2026-03-09 11:15:47,Y
AF00031,RACKS PARA ALMACENAMTOI,,,,2026-03-09 11:15:47,Y,AF00031,2026-03-09 11:15:47,Y
AF00032,LOCKER 2 COPM 24 CON PORT,,,,2026-03-09 11:15:47,Y,AF00032,2026-03-09 11:15:47,Y
AF00033,INTERFON,,,,2026-03-09 11:15:47,Y,AF00033,2026-03-09 11:15:47,Y
AF00034,HORNO 410 CW,,,,2026-03-09 11:15:47,Y,AF00034,2026-03-09 11:15:47,Y
AF00035,MOBILIARIO MODULAR,,,,2026-03-09 11:15:47,Y,AF00035,2026-03-09 11:15:47,Y
AF00036,MOBILIARIO MODULAR,,,,2026-03-09 11:15:47,Y,AF00036,2026-03-09 11:15:47,Y
AF00037,ROTAFOLIO SUPER PINTARRON,,,,2026-03-09 11:15:47,Y,AF00037,2026-03-09 11:15:47,Y
AF00038,ROTAFOLIO SUPER PINTARRON,,,,2026-03-09 11:15:47,Y,AF00038,2026-03-09 11:15:47,Y
AF00039,COCINA INTEGRAL,,,,2026-03-09 11:15:47,Y,AF00039,2026-03-09 11:15:47,Y
AF00040,COCINA INTEGRAL,,,,2026-03-09 11:15:47,Y,AF00040,2026-03-09 11:15:47,Y
AF00041,REFRIGERADOR MABE RM04Y04B BCO.,,,,2026-03-09 11:15:47,Y,AF00041,2026-03-09 11:15:47,Y
AF00042,REFRIGERADOR 11 PIES,,,,2026-03-09 11:15:47,Y,AF00042,2026-03-09 11:15:47,Y
AF00043,TRITURADORA OD-150,,,,2026-03-09 11:15:47,Y,AF00043,2026-03-09 11:15:47,Y
AF00044,DISPENS DE AGUA 1 LLAVE,,,,2026-03-09 11:15:47,Y,AF00044,2026-03-09 11:15:47,Y
AF00045,MESAS,,,,2026-03-09 11:15:47,Y,AF00045,2026-03-09 11:15:47,Y
AF00046,SILLAS,,,,2026-03-09 11:15:47,Y,AF00046,2026-03-09 11:15:47,Y
AF00047,SILLA P/TRABAJO,,,,2026-03-09 11:15:47,Y,AF00047,2026-03-09 11:15:47,Y
AF00048,SILLA,,,,2026-03-09 11:15:47,Y,AF00048,2026-03-09 11:15:47,Y
AF00049,SILLA TRABAJO,,,,2026-03-09 11:15:47,Y,AF00049,2026-03-09 11:15:47,Y
AF00050,MUEBLE CAJA FUERTE,,,,2026-03-09 11:15:47,Y,AF00050,2026-03-09 11:15:47,Y
AF00051,APARADOR DE 0.90 X 1.80 X 0.45,,,,2026-03-09 11:15:47,Y,AF00051,2026-03-09 11:15:47,Y
AF00052,SILLA DE TRABAJO (11-11-2010),,,,2026-03-09 11:15:47,Y,AF00052,2026-03-09 11:15:47,Y
AF00053,SILLA DE TRABAJO,,,,2026-03-09 11:15:47,Y,AF00053,2026-03-09 11:15:47,Y
AF00054,RADIO NEXTEL,,,,2026-03-09 11:15:47,Y,AF00054,2026-03-09 11:15:47,Y
AF00055,RELOJ CHECADOR DIGITAL,,,,2026-03-09 11:15:47,Y,AF00055,2026-03-09 11:15:47,Y
AF00056,LIBREROS,,,,2026-03-09 11:15:47,Y,AF00056,2026-03-09 11:15:47,Y
AF00057,CUBICULO,,,,2026-03-09 11:15:47,Y,AF00057,2026-03-09 11:15:47,Y
AF00058,MUEBLE PARA IMPRESORAS,,,,2026-03-09 11:15:47,Y,AF00058,2026-03-09 11:15:47,Y
AF00059,SILLA DE TRABAJO,,,,2026-03-09 11:15:47,Y,AF00059,2026-03-09 11:15:47,Y
AF00060,[ZAF03] SILLA SECRETARIAL DE LUJO,,,,2026-03-09 11:15:47,Y,AF00060,2026-03-09 11:15:47,Y
AF00061,ARCHIVERO 3 GAVETAS,,,,2026-03-09 11:15:47,Y,AF00061,2026-03-09 11:15:47,Y
AF00062,MINISPLIT MIRAGE SOLO FRIO,,,,2026-03-09 11:15:47,Y,AF00062,2026-03-09 11:15:47,Y
AF00063,MULTIFUNCIONAL HP PRO M521DN,,,,2026-03-09 11:15:47,Y,AF00063,2026-03-09 11:15:47,Y
AF00064,PLANTA ELECTRICA DE EMERGENCIA,,,,2026-03-09 11:15:47,Y,AF00064,2026-03-09 11:15:47,Y
AF00065,PLANTA ELECTRICA DE EMERGENCIA,,,,2026-03-09 11:15:47,Y,AF00065,2026-03-09 11:15:47,Y
AF00066,CONMUTADOR IP PBX UCM6208,,,,2026-03-09 11:15:47,Y,AF00066,2026-03-09 11:15:47,Y
AF00067,MULTIFUNCIONAL LASERJET HP PRO M521DN,,,,2026-03-09 11:15:47,Y,AF00067,2026-03-09 11:15:47,Y
AF00068,PLANTA GENERAC MODELO 007035,,,,2026-03-09 11:15:47,Y,AF00068,2026-03-09 11:15:47,Y
AF00069,ESTACIONES DE TRABAJO MODULARES,,,,2026-03-09 11:15:47,Y,AF00069,2026-03-09 11:15:47,Y
AF00070,ESTACIONES DE TRABAJO MODULARES,,,,2026-03-09 11:15:47,Y,AF00070,2026-03-09 11:15:47,Y
AF00071,ZK SILKBIO100TCID CONTROL DE ACCESO SIMPLE CON RECONOCIMIENTO FACIAL 2000 HUELLAS,,,,2026-03-09 11:15:47,Y,AF00071,2026-03-09 11:15:47,Y
AF00072,DETECTOR DE TEMPERATURA PARA ASISTENCIA,,,,2026-03-09 11:15:47,Y,AF00072,2026-03-09 11:15:47,Y
AF00073,SILLA OHE-84 NEGRO MOUSE,,,,2026-03-09 11:15:47,Y,AF00073,2026-03-09 11:15:47,Y
AF00074,SILLA EJECUTIVA BREAK,,,,2026-03-09 11:15:47,Y,AF00074,2026-03-09 11:15:47,Y
AF00075,ESCRITORIOS MONTERREY,,,,2026-03-09 11:15:47,Y,AF00075,2026-03-09 11:15:47,Y
AF00076,BASCULA TORREY MOD. EQM 400/800,,,,2026-03-09 11:15:47,Y,AF00076,2026-03-09 11:15:47,Y
AF00077,CAMARA IP TIPO DOMO HEMMISFERICA,,,,2026-03-09 11:15:47,Y,AF00077,2026-03-09 11:15:47,Y
AF00078,SELLADORA MANUAL PARA SELLO,,,,2026-03-09 11:15:47,Y,AF00078,2026-03-09 11:15:47,Y
AF00079,2 TANQUES ROTOPLAS 22000,,,,2026-03-09 11:15:47,Y,AF00079,2026-03-09 11:15:47,Y
AF00080,RACKS OBS BODEGA 4,,,,2026-03-09 11:15:47,Y,AF00080,2026-03-09 11:15:47,Y
AF00081,RACKS OBS BODEGA 4,,,,2026-03-09 11:15:47,Y,AF00081,2026-03-09 11:15:47,Y
AF00082,CAMARA DE SEGURIDAD DOMO IP PTZ 4 MEGAPIXEL /PoE+/25X Zoom/100mts IR/Exterior IP66/ WDR,,,,2026-03-09 11:15:47,Y,AF00082,2026-03-09 11:15:47,Y
AF00083,RACK SELECTIVO BODEGA DE ENVASADO,,,,2026-03-09 11:15:47,Y,AF00083,2026-03-09 11:15:47,Y
AF00084,RACK SELECTIVO BODEGA DE ENVASADO,,,,2026-03-09 11:15:47,Y,AF00084,2026-03-09 11:15:47,Y
AF00085,RACK SELECTIVO MTY,,,,2026-03-09 11:15:47,Y,AF00085,2026-03-09 11:15:47,Y
AF00086,PATIN MULTIFUNCIONAL PERFIL BAJO 1.5 TON. LLANTAS,,,,2026-03-09 11:15:47,Y,AF00086,2026-03-09 11:15:47,Y
AF00087,RACK SELECTIVO MTY,,,,2026-03-09 11:15:47,Y,AF00087,2026-03-09 11:15:47,Y
AF00088,BOMBA DE ENGRANES MOD IR-25,,,,2026-03-09 11:15:47,Y,AF00088,2026-03-09 11:15:47,Y
AF00089,HIDROLIMPIADORA TQ100,,,,2026-03-09 11:15:47,Y,AF00089,2026-03-09 11:15:47,Y
AF00090,HIDROLIMPIPADORA TQ80,,,,2026-03-09 11:15:47,Y,AF00090,2026-03-09 11:15:47,Y
AF00091,BOMBA DE ENGRANES MAV,,,,2026-03-09 11:15:47,Y,AF00091,2026-03-09 11:15:47,Y
AF00092,COMPRESOR DE BANDA 110/220,,,,2026-03-09 11:15:47,Y,AF00092,2026-03-09 11:15:47,Y
AF00093,BOMBA MAV DE ENGRANES EN INOXIDABLE DE1,,,,2026-03-09 11:15:47,Y,AF00093,2026-03-09 11:15:47,Y
AF00094,BALANZA DE PRECISION PIONER CAPACIDAD 2200G,,,,2026-03-09 11:15:47,Y,AF00094,2026-03-09 11:15:47,Y
AF00095,BOMBA COMP L/A 2.0HP 10PCM,,,,2026-03-09 11:15:47,Y,AF00095,2026-03-09 11:15:47,Y
AF00096,BOMBA HUSKY 716A SS/PT/PT,,,,2026-03-09 11:15:47,Y,AF00096,2026-03-09 11:15:47,Y
AF00097,"MONTACARGAS TOYOTA MODELO 8FGU25, SERIE C6060",,,,2026-03-09 11:15:47,Y,AF00097,2026-03-09 11:15:47,Y
AF00098,MONTACARGAS MARCA TOYOTA,,,,2026-03-09 11:15:47,Y,AF00098,2026-03-09 11:15:47,Y
AF00099,DESBROZADORA HUSQVARNA,,,,2026-03-09 11:15:47,Y,AF00099,2026-03-09 11:15:47,Y
AF00100,ROTOPLAS TAN-22000 REF 40% NEUTRO TECNOLE,,,,2026-03-09 11:15:47,Y,AF00100,2026-03-09 11:15:47,Y
AF00101,ROTOPLAS TAN 10000 REF 40% NEUTRO,,,,2026-03-09 11:15:47,Y,AF00101,2026-03-09 11:15:47,Y
AF00102,CALENTADOR MCA FRANTOR GRAVEDAD TANQUE,,,,2026-03-09 11:15:47,Y,AF00102,2026-03-09 11:15:47,Y
AF00103,ENGARGOLADORA,,,,2026-03-09 11:15:47,Y,AF00103,2026-03-09 11:15:47,Y
AF00104,NVR 8 MEGAPIXEL(4K) 32 CANALES IP 16 PUERTOS PoE+ 4 BAHIAS DE DISCO DURO SWICH PoE 300MTS HDMI EN 4K,,,,2026-03-09 11:15:47,Y,AF00104,2026-03-09 11:15:47,Y
AF00105,BOMBA YAMADA DE DIAFRAGMA,,,,2026-03-09 11:15:47,Y,AF00105,2026-03-09 11:15:47,Y
AF00106,RB800 REFRIGERADOR VERTICAL DE DOS PUERTAS MARCA METALFRIO,,,,2026-03-09 11:15:47,Y,AF00106,2026-03-09 11:15:47,Y
AF00107,CPC25HCGM17 CONGELADOR HORIZONTAL CON TAPA DE COFRE MARCA METALFRIO,,,,2026-03-09 11:15:47,Y,AF00107,2026-03-09 11:15:47,Y
AF00108,EC-6-HG MASTER] ESTUFA DE 3 PARRILLAS CON 6 QUEMADORES,,,,2026-03-09 11:15:47,Y,AF00108,2026-03-09 11:15:47,Y
AF00109,ACTIVO FIJO MOBILIARIO LABORATORIO,,,,2026-03-09 11:15:47,Y,AF00109,2026-03-09 11:15:47,Y
AF00110,CAMPANA DE EXTRACCIÓN DE HUMOS,,,,2026-03-09 11:15:47,Y,AF00110,2026-03-09 11:15:47,Y
AF00111,BALANZA ANALÍTICA,,,,2026-03-09 11:15:47,Y,AF00111,2026-03-09 11:15:47,Y
AF00112,BALANZA ANALÍTICA 2,,,,2026-03-09 11:15:47,Y,AF00112,2026-03-09 11:15:47,Y
AF00113,AGITADOR ELÉCTRICO DIGITAL DE LABORATORIO DE ALTO TORQUE,,,,2026-03-09 11:15:47,Y,AF00113,2026-03-09 11:15:47,Y
AF00114,AGITADOR ELÉCTRICO DIGITAL DE LABORATORIO DE ALTO TORQUE 2,,,,2026-03-09 11:15:47,Y,AF00114,2026-03-09 11:15:47,Y
AF00115,ANALIZADOR DE HUMEDAD MB45 (TERMOBALANZA),,,,2026-03-09 11:15:47,Y,AF00115,2026-03-09 11:15:47,Y
AF00116,HORNO DE SECADO,,,,2026-03-09 11:15:47,Y,AF00116,2026-03-09 11:15:47,Y
AF00117,VISCOSÍMETRO,,,,2026-03-09 11:15:47,Y,AF00117,2026-03-09 11:15:47,Y
AF00118,POTENCIÓMETRO,,,,2026-03-09 11:15:47,Y,AF00118,2026-03-09 11:15:47,Y
AF00119,TERMO AGITADOR MAGNÉTICO,,,,2026-03-09 11:15:47,Y,AF00119,2026-03-09 11:15:47,Y
AF00120,SELLADORA DE PERFUMES,,,,2026-03-09 11:15:47,Y,AF00120,2026-03-09 11:15:47,Y
AF00121,14-CK209316,,,,2026-03-09 11:15:47,Y,AF00121,2026-03-09 11:15:47,Y
AF00122,Vostro 3401,,,,2026-03-09 11:15:47,Y,AF00122,2026-03-09 11:15:47,Y
AF00123,Spectre x360 Convertible,,,,2026-03-09 11:15:47,Y,AF00123,2026-03-09 11:15:47,Y
AF00124,TECRA A40-G,,,,2026-03-09 11:15:47,Y,AF00124,2026-03-09 11:15:47,Y
AF00125,1714 G3,,,,2026-03-09 11:15:47,Y,AF00125,2026-03-09 11:15:47,Y
AF00126,240 G8,,,,2026-03-09 11:15:47,Y,AF00126,2026-03-09 11:15:47,Y
AF00127,9470M,,,,2026-03-09 11:15:47,Y,AF00127,2026-03-09 11:15:47,Y
AF00128,Latitude 5420,,,,2026-03-09 11:15:47,Y,AF00128,2026-03-09 11:15:47,Y
AF00129,829S,,,,2026-03-09 11:15:47,Y,AF00129,2026-03-09 11:15:47,Y
AF00130,Vostro 3401,,,,2026-03-09 11:15:47,Y,AF00130,2026-03-09 11:15:47,Y
AF00131,240 G8,,,,2026-03-09 11:15:47,Y,AF00131,2026-03-09 11:15:47,Y
AF00132,LATITUDE 5420,,,,2026-03-09 11:15:47,Y,AF00132,2026-03-09 11:15:47,Y
AF00133,HP250G,,,,2026-03-09 11:15:47,Y,AF00133,2026-03-09 11:15:47,Y
AF00134,440 G6,,,,2026-03-09 11:15:47,Y,AF00134,2026-03-09 11:15:47,Y
AF00135,240 G8 NOTEBOOK,,,,2026-03-09 11:15:47,Y,AF00135,2026-03-09 11:15:47,Y
AF00136,440 G6,,,,2026-03-09 11:15:47,Y,AF00136,2026-03-09 11:15:47,Y
AF00137,Dell Inspiron 3511,,,,2026-03-09 11:15:47,Y,AF00137,2026-03-09 11:15:47,Y
AF00138,Vostro 3420,,,,2026-03-09 11:15:47,Y,AF00138,2026-03-09 11:15:47,Y
AF00139,Dell Inspiron 3511,,,,2026-03-09 11:15:47,Y,AF00139,2026-03-09 11:15:47,Y
AF00140,V14-IIL,,,,2026-03-09 11:15:47,Y,AF00140,2026-03-09 11:15:47,Y
AF00141,TPC5MTH,,,,2026-03-09 11:15:47,Y,AF00141,2026-03-09 11:15:47,Y
AF00142,ProBook 440 G3,,,,2026-03-09 11:15:47,Y,AF00142,2026-03-09 11:15:47,Y
AF00143,ProDesk 400 G6 Desktop Mini PC,,,,2026-03-09 11:15:47,Y,AF00143,2026-03-09 11:15:47,Y
AF00144,SFF 400 G9,,,,2026-03-09 11:15:47,Y,AF00144,2026-03-09 11:15:47,Y
AF00145,400G5 SFF,,,,2026-03-09 11:15:47,Y,AF00145,2026-03-09 11:15:47,Y
AF00146,A520M H,,,,2026-03-09 11:15:47,Y,AF00146,2026-03-09 11:15:47,Y
AF00147,280 G3 SFF BUSSNESS,,,,2026-03-09 11:15:47,Y,AF00147,2026-03-09 11:15:47,Y
AF00148,VOSTRO 3471,,,,2026-03-09 11:15:47,Y,AF00148,2026-03-09 11:15:47,Y
AF00149,A520M H,,,,2026-03-09 11:15:47,Y,AF00149,2026-03-09 11:15:47,Y
AF00150,VOSTRO 3471,,,,2026-03-09 11:15:47,Y,AF00150,2026-03-09 11:15:47,Y
AF00151,PRO 3500 SERIES MT,,,,2026-03-09 11:15:47,Y,AF00151,2026-03-09 11:15:47,Y
AF00152,Vostro 3471,,,,2026-03-09 11:15:47,Y,AF00152,2026-03-09 11:15:47,Y
AF00153,A520M H,,,,2026-03-09 11:15:47,Y,AF00153,2026-03-09 11:15:47,Y
AF00154,B550M DS3H AC,,,,2026-03-09 11:15:47,Y,AF00154,2026-03-09 11:15:47,Y
AF00155,A520M H,,,,2026-03-09 11:15:47,Y,AF00155,2026-03-09 11:15:47,Y
AF00156,280 G1,,,,2026-03-09 11:15:47,Y,AF00156,2026-03-09 11:15:47,Y
AF00157,VOSTRO,,,,2026-03-09 11:15:47,Y,AF00157,2026-03-09 11:15:47,Y
AF00158,SERVIDOR HP PROLIANT DL360 G10 INTEL XENON-S 4214R,,,,2026-03-09 11:15:47,Y,AF00158,2026-03-09 11:15:47,Y
AF00159,"LAPTOP HP 240 G8 14"" INTEL CORE I5 10210U 512GB SS",,,,2026-03-09 11:15:47,Y,AF00159,2026-03-09 11:15:47,Y
AF00160,"LAPTOP LENOVO V14IIL 14"" INTEL COREI7 1065G7 DD1T",,,,2026-03-09 11:15:47,Y,AF00160,2026-03-09 11:15:47,Y
AF00161,"""ACTIVO FIJO WINDOWS SERVER STD 201984 BITS 1PK DISP QEI DVD""",,,,2026-03-09 11:15:47,Y,AF00161,2026-03-09 11:15:47,Y
AF00162,"""ACTIVO FIJOFIREWALL FORTINET 1 AÑO DE LICENCIA""",,,,2026-03-09 11:15:47,Y,AF00162,2026-03-09 11:15:47,Y
AF00163,"""ACTIVO FIJOGWN7605LR PUNTO DE ACCESO 802.11AC MIMO 2X2 DUALBAND 1.27 GBPS""",,,,2026-03-09 11:15:47,Y,AF00163,2026-03-09 11:15:47,Y
AF00164,"""ACTIVO FIJO GWN7803P SWIRCH ADMINISTRABLE CAPA 2 24 X GIGAETH POE/POE Y 4X GIGA SFP 400W 30W MAX PUERTO""",,,,2026-03-09 11:15:47,Y,AF00164,2026-03-09 11:15:47,Y
AF00165,CONSTRUCCION SAN AGUSTIN NO.856,,,,2026-03-09 11:15:47,Y,AF00165,2026-03-09 11:15:47,Y
AF00166,TERRENO SAN AGUSTIN NO.856,,,,2026-03-09 11:15:47,Y,AF00166,2026-03-09 11:15:47,Y
AF00167,HINO SERIE 500 2628 T 6X2 2024 BLANCA 17 TONELADAS (N.9),,,,2026-03-09 11:15:47,Y,AF00167,2026-03-09 11:15:47,Y
AF00168,BUICK ENCORE SUV GX PAQ. AVENIR JINX METALIIC AUTOMATICA,,,,2026-03-09 11:15:47,Y,AF00168,2026-03-09 11:15:47,Y
AF00169,EQUIPOS DE COMPUTO F-512126201,,,,2026-03-09 11:15:47,Y,AF00169,2026-03-09 11:15:47,Y
AF00170,EQUIPOS DE COMPUTO F-747515902,,,,2026-03-09 11:15:47,Y,AF00170,2026-03-09 11:15:47,Y
ANTICIPO,ANTICIPO,,,,2026-03-09 11:15:47,Y,ANTICIPO,2026-03-09 11:15:47,Y
ASH-QB00001,BENECEL K200M,Mezcla,ATENCION,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00001,2026-07-16 12:21:38,Y
ASH-QB00002,CAPAUXEIN G2 BIOFUNTIONAL,Mezcla,No Aplicable,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00002,2026-07-16 12:21:38,Y
ASH-QB00003,CB2 S/P,,,,2026-03-09 11:15:47,Y,ASH-QB00003,2026-07-16 12:21:38,Y
ASH-QB00004,CERAPHYL 230 S/P, 6938-94-9,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00004,2026-07-16 12:21:38,Y
ASH-QB00005,CERAPHYL 70,Mezcla,No Aplicable,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00005,2026-07-16 12:21:38,Y
ASH-QB00006,CERAPHYL RMT s/p,,,,2026-03-09 11:15:47,Y,ASH-QB00006,2026-07-16 12:21:38,Y
ASH-QB00007,CERAPHYL SLK S/P, 60209-82-7,No Aplicable,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00007,2026-07-16 12:21:38,Y
ASH-QB00008,CHROMAFEN S/P,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00008,2026-07-16 12:21:38,Y
ASH-QB00009,CONDITIONIZE 37E,Mezcla,1-800-274-5263,1-800-274-5263,PENDIENTE,SOLICITAR HDS ACTUALIZADA A PROVEEDOR,ASH-QB00009,2026-07-16 12:21:38,Y
ASH-QB00010,COSMEDIA GUAR N HANCE 3196,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00010,2026-07-16 12:21:38,Y
ASH-QB00011,COTTOM BLOOM S/P,,,,2026-03-09 11:15:47,Y,ASH-QB00011,2026-07-16 12:21:38,Y
ASH-QB00012,DYNAGEN S7P,Mezcla,No Aplicable,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00012,2026-07-16 12:21:38,Y
ASH-QB00013,EDERLINE S/P,Mezcla,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,ASH-QB00013,2026-07-16 12:21:38,Y
ASH-QB00014,ESCALOL 577,4065-45-6,ATENCION,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00014,2026-07-16 12:21:38,Y
ASH-QB00015,ESCALOL BLOCK S/p,Mezcla,NO APLICABLE,,2026-03-09 11:15:47,Y,ASH-QB00015,2026-07-16 12:21:38,Y
ASH-QB00016,EUXYL K100,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00016,2026-07-16 12:21:38,Y
ASH-QB00017,EUXYL PE 9010,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00017,2026-07-16 12:21:38,Y
ASH-QB00018,GAFQUAT HS-100 S/P,,,,2026-03-09 11:15:47,Y,ASH-QB00018,2026-07-16 12:21:38,Y
ASH-QB00019,GERMABEN II,,,,2026-03-09 11:15:47,Y,ASH-QB00019,2026-07-16 12:21:38,Y
ASH-QB00020,GERMALL PLUSS LIQ,Mezcla,PELIGRO,1-800-274-5263,2025-10-17 00:00:00,,ASH-QB00020,2026-07-16 12:21:38,Y
ASH-QB00021,GP4G S/P,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,ASH-QB00021,2026-07-16 12:21:38,Y
ASH-QB00022,LUBRAJEL 0IL S/P,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00022,2026-07-16 12:21:38,Y
ASH-QB00023,LUBRAGEL CG,Mezcla,NO APLICABLE,,2026-03-09 11:15:47,Y,ASH-QB00023,2026-07-16 12:21:38,Y
ASH-QB00024,LUMINI SYSTEM,Mezcla,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00024,2026-07-16 12:21:38,Y
ASH-QB00025,LUNAMATRIX,Mezcla,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00025,2026-07-16 12:21:38,Y
ASH-QB00026,N-DURHANCE A1000,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00026,2026-07-16 12:21:38,Y
ASH-QB00027,N-HANCE BF13,Secreto Comercial,ATENCIÓN,,2026-03-09 11:15:47,Y,ASH-QB00027,2026-07-16 12:21:38,Y
ASH-QB00028,N-HANCE SP100, Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00028,2026-07-16 12:21:38,Y
ASH-QB00029,NATRIANCE BRIGHTENER S/P,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00029,2026-07-16 12:21:38,Y
ASH-QB00030,NATRIANCE SELF HYDRATE,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00030,2026-07-16 12:21:38,Y
ASH-QB00031,NATRIANCE WRINKLE LESS,Mezcla,No Aplicable,1-800-274-5263,2025-12-04 00:00:00,,ASH-QB00031,2026-07-16 12:21:38,Y
ASH-QB00032,NATROSOL HHR250,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00032,2026-07-16 12:21:38,Y
ASH-QB00033,OPACIFICANTE A-430,Mezcla,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,ASH-QB00033,2026-07-16 12:21:38,Y
ASH-QB00034,OPTIPHEN,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00034,2026-07-16 12:21:38,Y
ASH-QB00035,OPTIPHEN MIT PLUS,,,,2026-03-09 11:15:47,Y,ASH-QB00035,2026-07-16 12:21:38,Y
ASH-QB00036,P.V.P.K 30,9003-39-8,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,ASH-QB00036,2026-07-16 12:21:38,Y
ASH-QB00037,PROLIPID 151 S/P,Mezcla,ATENCION,1-800-274-5263,2025-10-28 00:00:00,,ASH-QB00037,2026-07-16 12:21:38,Y
